152,152,'Sesame Oil Chicken With Rice Wine Noodle',64,'Bowl','TTL','Taiwan'
153,153,'HALAL Chicken Shoyu Sauce Ramen',96,'Pack','Ajinatori','Japan'
154,154,'Vegan Pad Thai Noodle Soup',92,'Cup','Dr. McDougall's','USA'
155,155,'Seafood Flavour Rice Vermicelli',59,'Cup','Nissin','Hong Kong'
156,156,'Cheese Type Buldak Bokkeummyun (Black Pkg)',16,'Pack','Samyang Foods','South Korea'
157,157,'Kung-Fu Instant Oriental Noodles Soup Artificial Onion Flavor',54,'Pack','Ve Wong','Taiwan'
158,158,'Cup Noodles Sopa Nissin Con Camaron Picante',65,'Cup','Nissin','Mexico'
159,159,'Baseball Snack Noodle',19,'Pack','Uni-President','Taiwan'
160,160,'Cup Noodles Spicy Seafood Flavor',55,'Cup','Nissin','China'
161,161,'Penang Red Tom Yum Goong',60,'Box','MyKuali','Japan'
162,162,'Yomise No Yakisoba Karashi Mentaiko Flavor',61,'Tray','Myojo','Japan'
163,163,'Bihun Kuah Rasa Baso Sapi',61,'Pack','Super Bihun','Indonesia'
164,164,'Hot & Sour Beef Noodles',27,'Bowl','Xiuhe','China'
165,165,'Kitsune Udon Donbei (West)',45,'Bowl','Nissin','Japan'
166,166,'Thailand Green Curry Instant Noodle',7,'Bowl','Little Cook','Taiwan'
167,167,'Cup Noodles Beef Flavour',59,'Cup','Nissin','Hong Kong'
168,168,'Sanukiya Udon Shrimp Flavor',4,'Pack','Shirakiku','USA'
169,169,'Chicken Fajita Flavor Instant Ramen Noodles',95,'Pack','Mama Pat's','USA'
170,170,'Lamb Stew Flavor Instant Ramen Noodles',90,'Pack','Mama Pat's','USA'
171,171,'Seafood Gumbo Flavor Instant Ramen Noodles',39,'Pack','Mama Pat's','USA'
172,172,'Chicken Taco Flavor Instant Ramen Noodles',67,'Pack','Mama Pat's','USA'
173,173,'Chuan Wei Spicy Guan-miao Noodles',71,'Pack','Just Way','Taiwan'
174,174,'Sweet Potato Instant Noodle Braised Spicy Chitterling Flavor',65,'Pack','Sichuan Guangyou','China'
175,175,'Cup Noodles Mini Spicy Seafood',60,'Cup','Nissin','Hong Kong'
176,176,'Penang Hokkien Prawn Noodle Soup',10,'Pack','MyKuali','Singapore'
177,177,'Yakisoba Japanese Style Noodle',44,'Bowl','Goku-Uma','USA'
178,178,'Nutri-licious Pazzta Tomato Twist',60,'Pack','Maggi','India'
179,179,'Chongqing Noodles Burning Dry Noodles',55,'Bowl','Sichuan Baijia','China'
180,180,'Cup Noodles Tom Yam Seafood Flavour',91,'Cup','Nissin','Singapore'
181,181,'My Noodles Mi Goreng Pizza Cheese',51,'Pack','Indomie','Indonesia'
182,182,'Shaanxi Cold Noodle: Mustard Spicy',5,'Tray','Liang Cheng Mai','China'
183,183,'Cheese Buldak Bokkeummyun (Black)',66,'Bowl','Samyang Foods','South Korea'
184,184,'2 Minute Noodles Chicken Flavour',65,'Pack','Maggi','Fiji'
185,185,'Chicken Flavor Instant Noolde',28,'Pack','Master Kong','China'
186,186,'Cup Noodles Prawn Flavour',81,'Cup','Nissin','Hong Kong'
187,187,'Hokkaido Miso Ramen',7,'Pack','Ripe'n'Dry','Japan'
188,188,'Penang Red Tom Yum Goong Rice Vermicelli Soup',93,'Bowl','MyKuali','Malaysia'
189,189,'Jin Jjambbong Spicy Seafood Ramyun',4,'Pack','Ottogi','South Korea'
190,190,'Rice Vermicelli Pickled Vegetable Pork Flavour',90,'Cup','Nissin','Hong Kong'
191,191,'Imitation Chicken Flavor',94,'Cup','Gefen','USA'
192,192,'Three Fresh Delicacies Instant Noodle',70,'Pack','Hua Feng','China'
193,193,'Demae Iccho Sesame Oil Flavour Instant Noodle',2,'Bowl','Nissin','Hong Kong'
194,194,'2 Minute Noodles Curry Flavour',82,'Pack','Maggi','Fiji'
195,195,'Man Han Feast Chilli Beef Flavor Instant Noodles',80,'Bowl','Uni-President','Taiwan'
196,196,'9999 Chongqing Artificial Beef Flavor Instant Noodle',93,'Pack','Sichuan Guangyou','China'
197,197,'Cup Noodles Beef Flavor Ramen Noodle Soup (New Recipe)',93,'Cup','Nissin','USA'
198,198,'Seaweed Instant Noodle',89,'Cup','Nongshim','South Korea'
199,199,'Demae Iccho Seafood Flavour Instant Noodle',64,'Cup','Nissin','Hong Kong'
200,200,'Non-Fried Ramyun With Spicy Beef Broth',76,'Pack','Pulmuone','South Korea'
201,201,'Cup Noodles Hot & Spicy Shrimp Flavor Ramen Noodle Soup (New Recipe)',13,'Cup','Nissin','USA'
202,202,'Non-Fried Mix Noodle Black Pepper XO Sauce Flavoured',27,'Pack','Sau Tao','Hong Kong'
203,203,'Penang White Curry Instant Noodle (Japan Version)',64,'Box','MyKuali','Malaysia'
204,204,'Disney Cuties Instant Chicken With Corn Flavour',24,'Cup','Nissin','Thailand'
205,205,'Man Han Feast Braised Pork Flavor Instant Noodles',52,'Bowl','Uni-President','Taiwan'
206,206,'Mi Goreng Garlic Flavour Fried Noodles',97,'Pack','World O' Noodle','Indonesia'
207,207,'Top Ramen Atta Nooldes Masala',58,'Pack','Nissin','India'
208,208,'Instant Spicy Rice Noodle',84,'Bowl','Liu Quan','China'
209,209,'Tanuki Soba',89,'Cup','Daikoku','Japan'
210,210,'Zzaldduck Buldak Bokkeummyun Snack',9,'Pack','Samyang Foods','South Korea'
211,211,'Curry Buldak Bokkeummyun',93,'Pack','Samyang Foods','South Korea'
212,212,'Cool/Ice Buldak Bokkeummyun',96,'Pack','Samyang Foods','South Korea'
213,213,'2x Spicy Haek Buldak Bokkeummyun',3,'Pack','Samyang Foods','South Korea'
214,214,'Buldak Bokkeummyun Snack',51,'Pack','Samyang Foods','South Korea'
215,215,'Stew Buldak Bokkeumtangmyun',88,'Pack','Samyang Foods','South Korea'
216,216,'Cheese Buldak Bokkeummyun',81,'Pack','Samyang Foods','South Korea'
217,217,'Buldak Bokkeummyun (New Packaging)',41,'Pack','Samyang Foods','South Korea'
218,218,'Bowl Instant Noodles Artificial Spicy Beef Flavor',12,'Bowl','Chuan Wei Wang','China'
219,219,'Demae Iccho Chicken Flavour Instant Noodle (Bowl Noodle)',87,'Bowl','Nissin','Hong Kong'
220,220,'Instant Noodles Artificial Chicken Flavoured',51,'Pack','Wai Wai','India'
221,221,'Kitsune Udon',61,'Cup','Daikoku','Japan'
222,222,'Pickled Cabbage Flavor Instant Vermicelli',97,'Bowl','Sichuan Baijia','China'
223,223,'Noodle King Artificial Wonton Soup Flavored',5,'Bowl','Kamfen','Hong Kong'
224,224,'Spicy Shrimp Cup Noodle',11,'Cup','Nongshim','South Korea'
225,225,'Nagasaki Agodashi Shoyu Ramen',24,'Pack','Marutai','Japan'
226,226,'Viet Cuisine Bun Rieu Cua Sour Crab Soup Instant Rice Vermicelli',95,'Bowl','Vifon','Vietnam'
227,227,"'Cup Noodles Rich Garlic, Egg Yolk & Oxtail'",85,'Cup','Nissin','Japan'
228,228,'Minced Pork Flavor Instant Noodles',35,'Pack','Uni-President','Taiwan'
229,229,'Chatpat Masala',47,'Pack','1 To 3 Noodles','India'
230,230,'Cup Noodles BIG XO Sauce Seafood Flavour',94,'Cup','Nissin','Hong Kong'
231,231,'Noodles Chicken & Corn Flavour',51,'Cup','Fantastic','Australia'
232,232,'Hokkaido Salt Ramen',39,'Pack','Ripe'n'Dry',Japan
233,233,'Demae Iccho Tonkotsu Flavour Instant Noodle (Bowl Noodle)',78,'Bowl','Nissin',Hong Kong
234,234,'Chatt Patta Instant Noodles',66,'Pack','Knorr',Pakistan
235,235,'Clam Flavor Soup Kal-guksu',22,'Pack','Sempio',South Korea
236,236,'Cup Noodles Sopa Nissin Sabor A Pollo',50,'Cup','Nissin',Mexico
237,237,'Maxi Sopa Nissin Cuchareable Sabor A Jugo De Carne',50,'Cup','Nissin',Mexico
238,238,'Sopa Nissin Sabor A Camaron Sopa Instantanea Tipo Ramen',96,'Pack','Nissin',Mexico
239,239,'Cup Noodles Sopa Nissin Sabor A Carne De Res',87,'Cup','Nissin',Mexico
240,240,'RapiFideo Sabor A Tomate Y Pollo',51,'Cup','Nissin',Mexico
241,241,"'Cup Noodles Sopa Nissin Sabor Camaron, Habanero Y Limon'",79,'Cup','Nissin',Mexico
242,242,'Sopa Nissin Sabor A Pollo Sopa Instantanea Tipo Ramen',89,'Pack','Nissin',Mexico
243,243,'Cup Noodles Sopa Nissin Con Camaron',92,'Cup','Nissin',Mexico
244,244,'Maxi Sopa Nissin Cuchareable Sabor A Camaron Picante',85,'Cup','Nissin',Mexico
245,245,'Cup Noodles Gourmet Sabor A Caldo De Camaron',71,'Cup','Nissin',Mexico
246,246,"'Sopa Nissin Sabor Mariscos, Habanero Y Limon'",89,'Cup','Nissin',Mexico
247,247,'Maxi Sopa Nissin Cuchareable Sabor A Pollo',49,'Cup','Nissin',Mexico
248,248,'Sopa Nissin Sabor A Res Instantanea Tipo Ramen',10,'Pack','Nissin',Mexico
249,249,'Cup Noodles Sopa Nissin Hot Sauce Sabor A Pollo',50,'Cup','Nissin',Mexico
250,250,'Little Prince(ss) Brand Snack Noodles Artificial Mexican Pizza Flavor',13,'Pack','Ve Wong',Taiwan
251,251,'Atta Noodles Jhatpat Banao Befikr Khao',93,'Pack','Patanjali',India
252,252,'Shaanxi Cold Noot Hot & Sour Flavor',69,'Pack','Qin Zong',China
253,253,'Cup Noodles Spicy Lime Flavor Ramen Noodle Soup (New Recipe)',52,'Cup','Nissin',USA
254,254,'Demae Iccho Tokyo Shoru Tonkotsu Instant Noodle',16,'Cup','Nissin',Hong Kong
255,255,'Mr. Noodles Curry Flavor Instant Noodles',88,'Pack','Pran',Bangladesh
256,256,'Bul Jjajangmyeon',71,'Pack','Paldo',South Korea
257,257,'Kirin Giraffe Shio Ramen',55,'Pack','Ogasawara',Japan
258,258,'Mie Kamayama Ramen Gyukotsu Misoaji',51,'Bowl','Sapporo Ichiban',Japan
259,259,'Black Pepper XO Sauce Flavour',32,'Bowl','Sau Tao',Hong Kong
260,260,'Nupasta Bolognese Flavour Instant Noodle',47,'Cup','Nissin',Japan
261,261,'Saeutang Sabalmyeon',36,'Bowl','Nongshim',South Korea
262,262,'Sichuan Spicy Flavor',58,'Pack','Happy Cook',Taiwan
263,263,'Instant Bowl Noodles Shrimp (Tom Yum) Flavor Base',7,'Bowl','MAMA',Thailand
264,264,'Cup Noodle Spicy Curry Chicken',32,'Cup','Nissin',Japan
265,265,'Ramen Noodles Miso Flavor',83,'Bowl','Goku-Uma',USA
266,266,'Cup Noodles Spicy Beef Flavour',8,'Cup','Nissin',Hong Kong
267,267,'Sesame Oil With Garlic Flavor Thin Noodle',62,'Pack','Xiao Ban Mian',Taiwan
268,268,'Traditional Shallot & Onion Oil Noodle',25,'Pack','Xiao Ban Mian',Taiwan
269,269,'Sesame Sauce Matcha Noodle',7,'Pack','Xiao Ban Mian',Taiwan
270,270,'Mr. Noodles Instant Noodles Beef Flavour',60,'Pack','Pran',Bangladesh
271,271,'Cup Noodles Big Seafood Flavour',19,'Cup','Nissin',Hong Kong
272,272,'Noodles Chicken Chow Mein Flavour',21,'Cup','Fantastic',Australia
273,273,'Ramyun Sabor Pollo',47,'Pack','Ottogi',Mexico
274,274,'Demae Iccho Black Garlic Oil Tonkotsu Flavour Instant Noodles',53,'Cup','Nissin',Hong Kong
275,275,'Chicken Flavor Ramen',70,'Pack','Ajinatori',Japan
276,276,'2 Minute Noodles Masala Spicy',91,'Pack','Maggi',India
277,277,'Sopa Maruchan Sobar A Camaron',71,'Pack','Maruchan',Mexico
278,278,'Yakisoba',61,'Tray','Nissin',Japan
279,279,'Noodle With Oriental Chicken Flavour',48,'Cup','Suimin',Australia
280,280,'Demae Ramen Spicy Xo Sauce Seafood Flavour Instant Noodle',9,'Pack','Nissin',Hong Kong
281,281,'Mi Segera Mmm... Original',98,'Pack','Cintan',Malaysia
282,282,'Cup Noodles Spicy Chile Chicken (New Recipe)',72,'Cup','Nissin',USA
283,283,'Bowl Instant Noodles Artificial Beef With Sauerkraut Flavor',73,'Bowl','Chuan Wei Wang',China
284,284,'Noodles With Chicken Flavour',65,'Cup','Suimin',Australia
285,285,'Cup Noodles Seafood',96,'Cup','Nissin',China
286,286,'Tabimen AizuKitakata Gyokai Shoyu Ramen',69,'Bowl','Sapporo Ichiban',Japan
287,287,'Nupasta Bacon In Carbonara Sauce Flavour Instant Noodle',50,'Pack','Nissin',Hong Kong
288,288,'Chongqing Noodles Spicy Hot Flavor',8,'Pack','Sichuan Baijia',China
289,289,'Buldak Bokkummyun Cheese Flavor',66,'Pack','Samyang Foods',South Korea
290,290,'Demae Ramen Straight Noodle Black Garlic Oil Tonkotsu Flavour Instant Noodle',15,'Pack','Nissin',Hong Kong
291,291,'Shin Toyama Black Ramen',4,'Bowl','Myojo',Japan
292,292,'Cup Noodles Tom Yum Goong Flavour',44,'Cup','Nissin',Hong Kong
293,293,'Artificial Abalone Crab Flavor Instant Noodle',31,'Pack','Master Kong',China
294,294,'Noodle King Artificial Abalone And Chicken Soup Flavored',44,'Bowl','Kamfen',Hong Kong
295,295,'Noodles Beef Flavour',25,'Cup','Fantastic',Australia
296,296,'Korean Kimchi Flavour Vermicelli',85,'Cup','Nissin',Hong Kong
297,297,'Raoh Pork Bone Soy Soup Noodle',22,'Pack','Nissin',Japan
298,298,'Gold Jjamppong Fried Noodle',8,'Pack','Samyang Foods',South Korea
299,299,'Demae Iccho Red Hot Seafood Flavour Instant Noodle',88,'Cup','Nissin',Hong Kong
300,300,'Chongqing Noodles Hot & Sour Flavor',24,'Pack','Sichuan Baijia',China
301,301,'Demae Iccho Spicy Tonkotsu Flavour Instant Noodle (Bowl Noodle)',48,'Bowl','Nissin',Hong Kong
302,302,'Raoh Tantanmen',26,'Pack','Nissin',Japan
303,303,'Ramen Noodles Soy Sauce Flavor',95,'Bowl','Goku-Uma',USA
304,304,'Cup Noodles With Shrimp Ramen Noodle Soup (New Recipe)',80,'Cup','Nissin',USA
305,305,'Hot & Sour Beef Noodles',36,'Pack','JML',China
306,306,'Noodles With Braised Beef Flavour',59,'Cup','Suimin',Australia
307,307,'A Q Bucket Noodle Korean Kimchi Flavor',77,'Bowl','Uni-President',Taiwan
308,308,'Demae Iccho Spicy Kimchi Pot Flavour Instant Noodle (Bowl Noodle)',93,'Bowl','Nissin',Hong Kong
309,309,'Chongqing Noodles Burning Dry Noodles',16,'Pack','Sichuan Baijia',China
310,310,'Fresh Bibimmyun Fried Noodle',80,'Pack','Samyang Foods',South Korea
311,311,'Instant Noodles Veg Masala Flavour',73,'Pack','Wai Wai',India
312,312,'Nupasta Neapolitan Flavour Instant Noodle',8,'Pack','Nissin',Hong Kong
313,313,'Karami Ramen Spicy Chili Flavour Japanese Style Noodle With Soup Base',83,'Pack','Shirakiku',USA
